city,occupation,0
"Milwaukee-Waukesha-West Allis, WI","Life, Physical, and Social Science",407.0
"Milwaukee-Waukesha-West Allis, WI","Arts, Design, Entertainment, Sports, and Media",1243.0
"Milwaukee-Waukesha-West Allis, WI",Community and Social Service,1305.0
"Milwaukee-Waukesha-West Allis, WI",Architecture and Engineering,1679.0
"Milwaukee-Waukesha-West Allis, WI",Protective Service,1543.0
"Milwaukee-Waukesha-West Allis, WI",Healthcare Support,2042.0
"Milwaukee-Waukesha-West Allis, WI",Building and Grounds Cleaning and Maintenance,2458.0
"Milwaukee-Waukesha-West Allis, WI",Computer and Mathematical,2593.0
"Milwaukee-Waukesha-West Allis, WI",Personal Care and Service,4455.0
"Milwaukee-Waukesha-West Allis, WI","Installation, Maintenance, and Repair",2742.0
"Milwaukee-Waukesha-West Allis, WI",Construction and Extraction,2493.0
"Milwaukee-Waukesha-West Allis, WI",Management,4437.0
"Milwaukee-Waukesha-West Allis, WI",Business and Financial Operations,4726.0
"Milwaukee-Waukesha-West Allis, WI",Production,8450.0
"Milwaukee-Waukesha-West Allis, WI",Healthcare Practitioners and Technical,5262.0
"Milwaukee-Waukesha-West Allis, WI","Education, Training, and Library",4728.0
"Milwaukee-Waukesha-West Allis, WI",Transportation and Material Moving,5190.0
"Milwaukee-Waukesha-West Allis, WI",Food Preparation and Serving Related,7039.0
"Milwaukee-Waukesha-West Allis, WI",Sales and Related,8059.0
"Milwaukee-Waukesha-West Allis, WI",Office and Administrative Support,12524.0
"Sacramento--Roseville--Arden-Arcade, CA",Legal,818.0
"Sacramento--Roseville--Arden-Arcade, CA","Life, Physical, and Social Science",1298.0
"Sacramento--Roseville--Arden-Arcade, CA","Arts, Design, Entertainment, Sports, and Media",981.0
"Sacramento--Roseville--Arden-Arcade, CA",Community and Social Service,1459.0
"Sacramento--Roseville--Arden-Arcade, CA",Architecture and Engineering,1931.0
"Sacramento--Roseville--Arden-Arcade, CA",Protective Service,2429.0
"Sacramento--Roseville--Arden-Arcade, CA",Healthcare Support,1970.0
"Sacramento--Roseville--Arden-Arcade, CA",Building and Grounds Cleaning and Maintenance,2718.0
"Sacramento--Roseville--Arden-Arcade, CA",Computer and Mathematical,3455.0
"Sacramento--Roseville--Arden-Arcade, CA",Personal Care and Service,3304.0
"Sacramento--Roseville--Arden-Arcade, CA","Installation, Maintenance, and Repair",3000.0
"Sacramento--Roseville--Arden-Arcade, CA",Construction and Extraction,3997.0
"Sacramento--Roseville--Arden-Arcade, CA",Management,5032.0
"Sacramento--Roseville--Arden-Arcade, CA",Business and Financial Operations,7383.0
"Sacramento--Roseville--Arden-Arcade, CA",Production,3189.0
"Sacramento--Roseville--Arden-Arcade, CA",Healthcare Practitioners and Technical,4976.0
"Sacramento--Roseville--Arden-Arcade, CA","Education, Training, and Library",5597.0
"Sacramento--Roseville--Arden-Arcade, CA",Transportation and Material Moving,5297.0
"Sacramento--Roseville--Arden-Arcade, CA",Food Preparation and Serving Related,8208.0
"Sacramento--Roseville--Arden-Arcade, CA",Sales and Related,8799.0
"Sacramento--Roseville--Arden-Arcade, CA",Office and Administrative Support,15145.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Legal,534.0
"Nashville-Davidson--Murfreesboro--Franklin, TN","Life, Physical, and Social Science",438.0
"Nashville-Davidson--Murfreesboro--Franklin, TN","Arts, Design, Entertainment, Sports, and Media",1366.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Community and Social Service,914.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Architecture and Engineering,1254.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Protective Service,1945.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Healthcare Support,2174.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Building and Grounds Cleaning and Maintenance,2357.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Computer and Mathematical,2329.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Personal Care and Service,2197.0
"Nashville-Davidson--Murfreesboro--Franklin, TN","Installation, Maintenance, and Repair",3925.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Construction and Extraction,2806.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Management,6016.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Business and Financial Operations,4531.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Production,7063.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Healthcare Practitioners and Technical,5778.0
"Nashville-Davidson--Murfreesboro--Franklin, TN","Education, Training, and Library",4423.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Transportation and Material Moving,7771.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Food Preparation and Serving Related,8564.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Sales and Related,9176.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",Office and Administrative Support,15637.0
"Las Vegas-Henderson-Paradise, NV",Legal,656.0
"Las Vegas-Henderson-Paradise, NV","Life, Physical, and Social Science",337.0
"Las Vegas-Henderson-Paradise, NV","Arts, Design, Entertainment, Sports, and Media",1591.0
"Las Vegas-Henderson-Paradise, NV",Community and Social Service,793.0
"Las Vegas-Henderson-Paradise, NV",Architecture and Engineering,753.0
"Las Vegas-Henderson-Paradise, NV",Protective Service,3291.0
"Las Vegas-Henderson-Paradise, NV",Healthcare Support,1724.0
"Las Vegas-Henderson-Paradise, NV",Building and Grounds Cleaning and Maintenance,5962.0
"Las Vegas-Henderson-Paradise, NV",Computer and Mathematical,1281.0
"Las Vegas-Henderson-Paradise, NV",Personal Care and Service,6075.0
"Las Vegas-Henderson-Paradise, NV","Installation, Maintenance, and Repair",3124.0
"Las Vegas-Henderson-Paradise, NV",Construction and Extraction,4212.0
"Las Vegas-Henderson-Paradise, NV",Management,4231.0
"Las Vegas-Henderson-Paradise, NV",Business and Financial Operations,3149.0
"Las Vegas-Henderson-Paradise, NV",Production,2543.0
"Las Vegas-Henderson-Paradise, NV",Healthcare Practitioners and Technical,4063.0
"Las Vegas-Henderson-Paradise, NV","Education, Training, and Library",3491.0
"Las Vegas-Henderson-Paradise, NV",Transportation and Material Moving,6642.0
"Las Vegas-Henderson-Paradise, NV",Food Preparation and Serving Related,14666.0
"Las Vegas-Henderson-Paradise, NV",Sales and Related,10594.0
"Las Vegas-Henderson-Paradise, NV",Office and Administrative Support,14340.0
"Austin-Round Rock, TX",Legal,1029.0
"Austin-Round Rock, TX","Life, Physical, and Social Science",908.0
"Austin-Round Rock, TX","Arts, Design, Entertainment, Sports, and Media",1637.0
"Austin-Round Rock, TX",Community and Social Service,1096.0
"Austin-Round Rock, TX",Architecture and Engineering,2448.0
"Austin-Round Rock, TX",Protective Service,2048.0
"Austin-Round Rock, TX",Healthcare Support,2003.0
"Austin-Round Rock, TX",Building and Grounds Cleaning and Maintenance,2862.0
"Austin-Round Rock, TX",Computer and Mathematical,5888.0
"Austin-Round Rock, TX",Personal Care and Service,2824.0
"Austin-Round Rock, TX","Installation, Maintenance, and Repair",3034.0
"Austin-Round Rock, TX",Construction and Extraction,4040.0
"Austin-Round Rock, TX",Management,4137.0
"Austin-Round Rock, TX",Business and Financial Operations,5954.0
"Austin-Round Rock, TX",Production,3528.0
"Austin-Round Rock, TX",Healthcare Practitioners and Technical,4424.0
"Austin-Round Rock, TX","Education, Training, and Library",5857.0
"Austin-Round Rock, TX",Transportation and Material Moving,4053.0
"Austin-Round Rock, TX",Food Preparation and Serving Related,10313.0
"Austin-Round Rock, TX",Sales and Related,10898.0
"Austin-Round Rock, TX",Office and Administrative Support,17413.0
"San Antonio-New Braunfels, TX",Legal,700.0
"San Antonio-New Braunfels, TX","Life, Physical, and Social Science",489.0
"San Antonio-New Braunfels, TX","Arts, Design, Entertainment, Sports, and Media",1164.0
"San Antonio-New Braunfels, TX",Community and Social Service,1166.0
"San Antonio-New Braunfels, TX",Architecture and Engineering,1292.0
"San Antonio-New Braunfels, TX",Protective Service,2483.0
"San Antonio-New Braunfels, TX",Healthcare Support,2703.0
"San Antonio-New Braunfels, TX",Building and Grounds Cleaning and Maintenance,2846.0
"San Antonio-New Braunfels, TX",Computer and Mathematical,2858.0
"San Antonio-New Braunfels, TX",Personal Care and Service,4171.0
"San Antonio-New Braunfels, TX","Installation, Maintenance, and Repair",3905.0
"San Antonio-New Braunfels, TX",Construction and Extraction,3944.0
"San Antonio-New Braunfels, TX",Management,3524.0
"San Antonio-New Braunfels, TX",Business and Financial Operations,5433.0
"San Antonio-New Braunfels, TX",Production,4107.0
"San Antonio-New Braunfels, TX",Healthcare Practitioners and Technical,6125.0
"San Antonio-New Braunfels, TX","Education, Training, and Library",6193.0
"San Antonio-New Braunfels, TX",Transportation and Material Moving,5620.0
"San Antonio-New Braunfels, TX",Food Preparation and Serving Related,10697.0
"San Antonio-New Braunfels, TX",Sales and Related,10744.0
"San Antonio-New Braunfels, TX",Office and Administrative Support,17509.0
"Indianapolis-Carmel-Anderson, IN",Legal,708.0
"Indianapolis-Carmel-Anderson, IN","Life, Physical, and Social Science",1023.0
"Indianapolis-Carmel-Anderson, IN","Arts, Design, Entertainment, Sports, and Media",1337.0
"Indianapolis-Carmel-Anderson, IN",Community and Social Service,1155.0
"Indianapolis-Carmel-Anderson, IN",Architecture and Engineering,1412.0
"Indianapolis-Carmel-Anderson, IN",Protective Service,2329.0
"Indianapolis-Carmel-Anderson, IN",Healthcare Support,2521.0
"Indianapolis-Carmel-Anderson, IN",Building and Grounds Cleaning and Maintenance,2907.0
"Indianapolis-Carmel-Anderson, IN",Computer and Mathematical,3154.0
"Indianapolis-Carmel-Anderson, IN",Personal Care and Service,2509.0
"Indianapolis-Carmel-Anderson, IN","Installation, Maintenance, and Repair",4032.0
"Indianapolis-Carmel-Anderson, IN",Construction and Extraction,3797.0
"Indianapolis-Carmel-Anderson, IN",Management,5671.0
"Indianapolis-Carmel-Anderson, IN",Business and Financial Operations,5758.0
"Indianapolis-Carmel-Anderson, IN",Production,6639.0
"Indianapolis-Carmel-Anderson, IN",Healthcare Practitioners and Technical,7017.0
"Indianapolis-Carmel-Anderson, IN","Education, Training, and Library",4210.0
"Indianapolis-Carmel-Anderson, IN",Transportation and Material Moving,10246.0
"Indianapolis-Carmel-Anderson, IN",Food Preparation and Serving Related,9376.0
"Indianapolis-Carmel-Anderson, IN",Sales and Related,10364.0
"Indianapolis-Carmel-Anderson, IN",Office and Administrative Support,15240.0
"Columbus, OH",Legal,677.0
"Columbus, OH","Life, Physical, and Social Science",774.0
"Columbus, OH","Arts, Design, Entertainment, Sports, and Media",1351.0
"Columbus, OH",Community and Social Service,1369.0
"Columbus, OH",Architecture and Engineering,1818.0
"Columbus, OH",Protective Service,2235.0
"Columbus, OH",Healthcare Support,3714.0
"Columbus, OH",Building and Grounds Cleaning and Maintenance,3118.0
"Columbus, OH",Computer and Mathematical,4342.0
"Columbus, OH",Personal Care and Service,2464.0
"Columbus, OH","Installation, Maintenance, and Repair",3769.0
"Columbus, OH",Construction and Extraction,2912.0
"Columbus, OH",Management,4984.0
"Columbus, OH",Business and Financial Operations,6665.0
"Columbus, OH",Production,5691.0
"Columbus, OH",Healthcare Practitioners and Technical,6375.0
"Columbus, OH","Education, Training, and Library",5973.0
"Columbus, OH",Transportation and Material Moving,8050.0
"Columbus, OH",Food Preparation and Serving Related,9456.0
"Columbus, OH",Sales and Related,9280.0
"Columbus, OH",Office and Administrative Support,17243.0
"Cleveland-Elyria, OH",Legal,850.0
"Cleveland-Elyria, OH","Life, Physical, and Social Science",864.0
"Cleveland-Elyria, OH","Arts, Design, Entertainment, Sports, and Media",1246.0
"Cleveland-Elyria, OH",Community and Social Service,1711.0
"Cleveland-Elyria, OH",Architecture and Engineering,1820.0
"Cleveland-Elyria, OH",Protective Service,2723.0
"Cleveland-Elyria, OH",Healthcare Support,3828.0
"Cleveland-Elyria, OH",Building and Grounds Cleaning and Maintenance,3073.0
"Cleveland-Elyria, OH",Computer and Mathematical,2839.0
"Cleveland-Elyria, OH",Personal Care and Service,2483.0
"Cleveland-Elyria, OH","Installation, Maintenance, and Repair",3662.0
"Cleveland-Elyria, OH",Construction and Extraction,3085.0
"Cleveland-Elyria, OH",Management,4885.0
"Cleveland-Elyria, OH",Business and Financial Operations,5515.0
"Cleveland-Elyria, OH",Production,8918.0
"Cleveland-Elyria, OH",Healthcare Practitioners and Technical,7597.0
"Cleveland-Elyria, OH","Education, Training, and Library",5802.0
"Cleveland-Elyria, OH",Transportation and Material Moving,6593.0
"Cleveland-Elyria, OH",Food Preparation and Serving Related,9241.0
"Cleveland-Elyria, OH",Sales and Related,9759.0
"Cleveland-Elyria, OH",Office and Administrative Support,16204.0
"San Jose-Sunnyvale-Santa Clara, CA",Legal,779.0
"San Jose-Sunnyvale-Santa Clara, CA","Life, Physical, and Social Science",1180.0
"San Jose-Sunnyvale-Santa Clara, CA","Arts, Design, Entertainment, Sports, and Media",1464.0
"San Jose-Sunnyvale-Santa Clara, CA",Community and Social Service,1057.0
"San Jose-Sunnyvale-Santa Clara, CA",Architecture and Engineering,5674.0
"San Jose-Sunnyvale-Santa Clara, CA",Protective Service,1726.0
"San Jose-Sunnyvale-Santa Clara, CA",Healthcare Support,1744.0
"San Jose-Sunnyvale-Santa Clara, CA",Building and Grounds Cleaning and Maintenance,2792.0
"San Jose-Sunnyvale-Santa Clara, CA",Computer and Mathematical,13055.0
"San Jose-Sunnyvale-Santa Clara, CA",Personal Care and Service,2699.0
"San Jose-Sunnyvale-Santa Clara, CA","Installation, Maintenance, and Repair",2670.0
"San Jose-Sunnyvale-Santa Clara, CA",Construction and Extraction,3645.0
"San Jose-Sunnyvale-Santa Clara, CA",Management,8504.0
"San Jose-Sunnyvale-Santa Clara, CA",Business and Financial Operations,7589.0
"San Jose-Sunnyvale-Santa Clara, CA",Production,5230.0
"San Jose-Sunnyvale-Santa Clara, CA",Healthcare Practitioners and Technical,4239.0
"San Jose-Sunnyvale-Santa Clara, CA","Education, Training, and Library",5811.0
"San Jose-Sunnyvale-Santa Clara, CA",Transportation and Material Moving,3868.0
"San Jose-Sunnyvale-Santa Clara, CA",Food Preparation and Serving Related,7799.0
"San Jose-Sunnyvale-Santa Clara, CA",Sales and Related,9639.0
"San Jose-Sunnyvale-Santa Clara, CA",Office and Administrative Support,13054.0
"Cincinnati, OH-KY-IN",Legal,598.0
"Cincinnati, OH-KY-IN","Life, Physical, and Social Science",825.0
"Cincinnati, OH-KY-IN","Arts, Design, Entertainment, Sports, and Media",1217.0
"Cincinnati, OH-KY-IN",Community and Social Service,1238.0
"Cincinnati, OH-KY-IN",Architecture and Engineering,2000.0
"Cincinnati, OH-KY-IN",Protective Service,2219.0
"Cincinnati, OH-KY-IN",Healthcare Support,3206.0
"Cincinnati, OH-KY-IN",Building and Grounds Cleaning and Maintenance,3016.0
"Cincinnati, OH-KY-IN",Computer and Mathematical,3217.0
"Cincinnati, OH-KY-IN",Personal Care and Service,2751.0
"Cincinnati, OH-KY-IN","Installation, Maintenance, and Repair",3971.0
"Cincinnati, OH-KY-IN",Construction and Extraction,3477.0
"Cincinnati, OH-KY-IN",Management,5370.0
"Cincinnati, OH-KY-IN",Business and Financial Operations,6125.0
"Cincinnati, OH-KY-IN",Production,7989.0
"Cincinnati, OH-KY-IN",Healthcare Practitioners and Technical,6693.0
"Cincinnati, OH-KY-IN","Education, Training, and Library",5721.0
"Cincinnati, OH-KY-IN",Transportation and Material Moving,7712.0
"Cincinnati, OH-KY-IN",Food Preparation and Serving Related,10138.0
"Cincinnati, OH-KY-IN",Sales and Related,10232.0
"Cincinnati, OH-KY-IN",Office and Administrative Support,16507.0
"Kansas City, MO-KS",Legal,878.0
"Kansas City, MO-KS","Life, Physical, and Social Science",745.0
"Kansas City, MO-KS","Arts, Design, Entertainment, Sports, and Media",1435.0
"Kansas City, MO-KS",Community and Social Service,1303.0
"Kansas City, MO-KS",Architecture and Engineering,1842.0
"Kansas City, MO-KS",Protective Service,2263.0
"Kansas City, MO-KS",Healthcare Support,2516.0
"Kansas City, MO-KS",Building and Grounds Cleaning and Maintenance,2752.0
"Kansas City, MO-KS",Computer and Mathematical,4431.0
"Kansas City, MO-KS",Personal Care and Service,3239.0
"Kansas City, MO-KS","Installation, Maintenance, and Repair",4076.0
"Kansas City, MO-KS",Construction and Extraction,3858.0
"Kansas City, MO-KS",Management,5531.0
"Kansas City, MO-KS",Business and Financial Operations,6470.0
"Kansas City, MO-KS",Production,6267.0
"Kansas City, MO-KS",Healthcare Practitioners and Technical,6630.0
"Kansas City, MO-KS","Education, Training, and Library",5511.0
"Kansas City, MO-KS",Transportation and Material Moving,6852.0
"Kansas City, MO-KS",Food Preparation and Serving Related,9105.0
"Kansas City, MO-KS",Sales and Related,10652.0
"Kansas City, MO-KS",Office and Administrative Support,17871.0
"Portland-Vancouver-Hillsboro, OR-WA",Legal,806.0
"Portland-Vancouver-Hillsboro, OR-WA","Life, Physical, and Social Science",1095.0
"Portland-Vancouver-Hillsboro, OR-WA","Arts, Design, Entertainment, Sports, and Media",2048.0
