city,occupation,0
"Baton Rouge, LA",Construction and Extraction,3939.0
"Baton Rouge, LA",Management,1804.0
"Baton Rouge, LA",Business and Financial Operations,1674.0
"Baton Rouge, LA",Production,2509.0
"Baton Rouge, LA",Healthcare Practitioners and Technical,2291.0
"Baton Rouge, LA","Education, Training, and Library",2080.0
"Baton Rouge, LA",Transportation and Material Moving,2971.0
"Baton Rouge, LA",Food Preparation and Serving Related,3418.0
"Baton Rouge, LA",Sales and Related,3842.0
"Baton Rouge, LA",Office and Administrative Support,5365.0
"Greenville-Anderson-Mauldin, SC",Legal,207.0
"Greenville-Anderson-Mauldin, SC","Life, Physical, and Social Science",138.0
"Greenville-Anderson-Mauldin, SC","Arts, Design, Entertainment, Sports, and Media",384.0
"Greenville-Anderson-Mauldin, SC",Community and Social Service,391.0
"Greenville-Anderson-Mauldin, SC",Architecture and Engineering,848.0
"Greenville-Anderson-Mauldin, SC",Protective Service,721.0
"Greenville-Anderson-Mauldin, SC",Healthcare Support,1098.0
"Greenville-Anderson-Mauldin, SC",Building and Grounds Cleaning and Maintenance,1249.0
"Greenville-Anderson-Mauldin, SC",Computer and Mathematical,710.0
"Greenville-Anderson-Mauldin, SC",Personal Care and Service,960.0
"Greenville-Anderson-Mauldin, SC","Installation, Maintenance, and Repair",1684.0
"Greenville-Anderson-Mauldin, SC",Construction and Extraction,1309.0
"Greenville-Anderson-Mauldin, SC",Management,1747.0
"Greenville-Anderson-Mauldin, SC",Business and Financial Operations,1465.0
"Greenville-Anderson-Mauldin, SC",Production,5593.0
"Greenville-Anderson-Mauldin, SC",Healthcare Practitioners and Technical,2294.0
"Greenville-Anderson-Mauldin, SC","Education, Training, and Library",2184.0
"Greenville-Anderson-Mauldin, SC",Transportation and Material Moving,2977.0
"Greenville-Anderson-Mauldin, SC",Food Preparation and Serving Related,3629.0
"Greenville-Anderson-Mauldin, SC",Sales and Related,4153.0
"Greenville-Anderson-Mauldin, SC",Office and Administrative Support,5849.0
"Bridgeport-Stamford-Norwalk, CT",Legal,401.0
"Bridgeport-Stamford-Norwalk, CT","Life, Physical, and Social Science",345.0
"Bridgeport-Stamford-Norwalk, CT","Arts, Design, Entertainment, Sports, and Media",821.0
"Bridgeport-Stamford-Norwalk, CT",Community and Social Service,738.0
"Bridgeport-Stamford-Norwalk, CT",Architecture and Engineering,522.0
"Bridgeport-Stamford-Norwalk, CT",Protective Service,977.0
"Bridgeport-Stamford-Norwalk, CT",Healthcare Support,1164.0
"Bridgeport-Stamford-Norwalk, CT",Building and Grounds Cleaning and Maintenance,1610.0
"Bridgeport-Stamford-Norwalk, CT",Computer and Mathematical,1460.0
"Bridgeport-Stamford-Norwalk, CT",Personal Care and Service,1591.0
"Bridgeport-Stamford-Norwalk, CT","Installation, Maintenance, and Repair",1197.0
"Bridgeport-Stamford-Norwalk, CT",Construction and Extraction,980.0
"Bridgeport-Stamford-Norwalk, CT",Management,3656.0
"Bridgeport-Stamford-Norwalk, CT",Business and Financial Operations,2954.0
"Bridgeport-Stamford-Norwalk, CT",Production,1988.0
"Bridgeport-Stamford-Norwalk, CT",Healthcare Practitioners and Technical,2220.0
"Bridgeport-Stamford-Norwalk, CT","Education, Training, and Library",2813.0
"Bridgeport-Stamford-Norwalk, CT",Transportation and Material Moving,1947.0
"Bridgeport-Stamford-Norwalk, CT",Food Preparation and Serving Related,3337.0
"Bridgeport-Stamford-Norwalk, CT",Sales and Related,4483.0
"Bridgeport-Stamford-Norwalk, CT",Office and Administrative Support,6657.0
"Tulsa, OK",Legal,329.0
"Tulsa, OK","Life, Physical, and Social Science",198.0
"Tulsa, OK","Arts, Design, Entertainment, Sports, and Media",399.0
"Tulsa, OK",Community and Social Service,547.0
"Tulsa, OK",Architecture and Engineering,892.0
"Tulsa, OK",Protective Service,877.0
"Tulsa, OK",Healthcare Support,1365.0
"Tulsa, OK",Building and Grounds Cleaning and Maintenance,1047.0
"Tulsa, OK",Computer and Mathematical,844.0
"Tulsa, OK",Personal Care and Service,970.0
"Tulsa, OK","Installation, Maintenance, and Repair",2285.0
"Tulsa, OK",Construction and Extraction,2031.0
"Tulsa, OK",Management,2439.0
"Tulsa, OK",Business and Financial Operations,1797.0
"Tulsa, OK",Production,3985.0
"Tulsa, OK",Healthcare Practitioners and Technical,2423.0
"Tulsa, OK","Education, Training, and Library",2214.0
"Tulsa, OK",Transportation and Material Moving,2796.0
"Tulsa, OK",Food Preparation and Serving Related,4101.0
"Tulsa, OK",Sales and Related,4899.0
"Tulsa, OK",Office and Administrative Support,6849.0
"Albany-Schenectady-Troy, NY",Legal,536.0
"Albany-Schenectady-Troy, NY","Life, Physical, and Social Science",671.0
"Albany-Schenectady-Troy, NY","Arts, Design, Entertainment, Sports, and Media",535.0
"Albany-Schenectady-Troy, NY",Community and Social Service,991.0
"Albany-Schenectady-Troy, NY",Architecture and Engineering,1079.0
"Albany-Schenectady-Troy, NY",Protective Service,949.0
"Albany-Schenectady-Troy, NY",Healthcare Support,1355.0
"Albany-Schenectady-Troy, NY",Building and Grounds Cleaning and Maintenance,1527.0
"Albany-Schenectady-Troy, NY",Computer and Mathematical,1551.0
"Albany-Schenectady-Troy, NY",Personal Care and Service,1399.0
"Albany-Schenectady-Troy, NY","Installation, Maintenance, and Repair",1608.0
"Albany-Schenectady-Troy, NY",Construction and Extraction,1657.0
"Albany-Schenectady-Troy, NY",Management,2304.0
"Albany-Schenectady-Troy, NY",Business and Financial Operations,2603.0
"Albany-Schenectady-Troy, NY",Production,1727.0
"Albany-Schenectady-Troy, NY",Healthcare Practitioners and Technical,2841.0
"Albany-Schenectady-Troy, NY","Education, Training, and Library",3502.0
"Albany-Schenectady-Troy, NY",Transportation and Material Moving,2309.0
"Albany-Schenectady-Troy, NY",Food Preparation and Serving Related,3553.0
"Albany-Schenectady-Troy, NY",Sales and Related,3943.0
"Albany-Schenectady-Troy, NY",Office and Administrative Support,7592.0
"Urban Honolulu, HI",Legal,355.0
"Urban Honolulu, HI","Life, Physical, and Social Science",504.0
"Urban Honolulu, HI","Arts, Design, Entertainment, Sports, and Media",744.0
"Urban Honolulu, HI",Community and Social Service,754.0
"Urban Honolulu, HI",Architecture and Engineering,821.0
"Urban Honolulu, HI",Protective Service,1532.0
"Urban Honolulu, HI",Healthcare Support,1421.0
"Urban Honolulu, HI",Building and Grounds Cleaning and Maintenance,2134.0
"Urban Honolulu, HI",Computer and Mathematical,814.0
"Urban Honolulu, HI",Personal Care and Service,1391.0
"Urban Honolulu, HI","Installation, Maintenance, and Repair",1721.0
"Urban Honolulu, HI",Construction and Extraction,2488.0
"Urban Honolulu, HI",Management,2791.0
"Urban Honolulu, HI",Business and Financial Operations,2219.0
"Urban Honolulu, HI",Production,1171.0
"Urban Honolulu, HI",Healthcare Practitioners and Technical,2467.0
"Urban Honolulu, HI","Education, Training, and Library",3380.0
"Urban Honolulu, HI",Transportation and Material Moving,3086.0
"Urban Honolulu, HI",Food Preparation and Serving Related,5388.0
"Urban Honolulu, HI",Sales and Related,4368.0
"Urban Honolulu, HI",Office and Administrative Support,6672.0
"Omaha-Council Bluffs, NE-IA",Legal,281.0
"Omaha-Council Bluffs, NE-IA","Life, Physical, and Social Science",316.0
"Omaha-Council Bluffs, NE-IA","Arts, Design, Entertainment, Sports, and Media",617.0
"Omaha-Council Bluffs, NE-IA",Community and Social Service,666.0
"Omaha-Council Bluffs, NE-IA",Architecture and Engineering,619.0
"Omaha-Council Bluffs, NE-IA",Protective Service,894.0
"Omaha-Council Bluffs, NE-IA",Healthcare Support,1194.0
"Omaha-Council Bluffs, NE-IA",Building and Grounds Cleaning and Maintenance,1331.0
"Omaha-Council Bluffs, NE-IA",Computer and Mathematical,1927.0
"Omaha-Council Bluffs, NE-IA",Personal Care and Service,1621.0
"Omaha-Council Bluffs, NE-IA","Installation, Maintenance, and Repair",1673.0
"Omaha-Council Bluffs, NE-IA",Construction and Extraction,2153.0
"Omaha-Council Bluffs, NE-IA",Management,2346.0
"Omaha-Council Bluffs, NE-IA",Business and Financial Operations,2819.0
"Omaha-Council Bluffs, NE-IA",Production,2726.0
"Omaha-Council Bluffs, NE-IA",Healthcare Practitioners and Technical,3022.0
"Omaha-Council Bluffs, NE-IA","Education, Training, and Library",2705.0
"Omaha-Council Bluffs, NE-IA",Transportation and Material Moving,3802.0
"Omaha-Council Bluffs, NE-IA",Food Preparation and Serving Related,4133.0
"Omaha-Council Bluffs, NE-IA",Sales and Related,5378.0
"Omaha-Council Bluffs, NE-IA",Office and Administrative Support,8055.0
"Birmingham-Hoover, AL",Legal,407.0
"Birmingham-Hoover, AL","Life, Physical, and Social Science",203.0
"Birmingham-Hoover, AL","Arts, Design, Entertainment, Sports, and Media",596.0
"Birmingham-Hoover, AL",Community and Social Service,425.0
"Birmingham-Hoover, AL",Architecture and Engineering,733.0
"Birmingham-Hoover, AL",Protective Service,1325.0
"Birmingham-Hoover, AL",Healthcare Support,1345.0
"Birmingham-Hoover, AL",Building and Grounds Cleaning and Maintenance,1410.0
"Birmingham-Hoover, AL",Computer and Mathematical,1205.0
"Birmingham-Hoover, AL",Personal Care and Service,1188.0
"Birmingham-Hoover, AL","Installation, Maintenance, and Repair",2396.0
"Birmingham-Hoover, AL",Construction and Extraction,1997.0
"Birmingham-Hoover, AL",Management,2177.0
"Birmingham-Hoover, AL",Business and Financial Operations,2406.0
"Birmingham-Hoover, AL",Production,3387.0
"Birmingham-Hoover, AL",Healthcare Practitioners and Technical,4271.0
"Birmingham-Hoover, AL","Education, Training, and Library",2406.0
"Birmingham-Hoover, AL",Transportation and Material Moving,3859.0
"Birmingham-Hoover, AL",Food Preparation and Serving Related,4160.0
"Birmingham-Hoover, AL",Sales and Related,6158.0
"Birmingham-Hoover, AL",Office and Administrative Support,8361.0
"Rochester, NY",Legal,346.0
"Rochester, NY","Life, Physical, and Social Science",323.0
"Rochester, NY","Arts, Design, Entertainment, Sports, and Media",708.0
"Rochester, NY",Community and Social Service,1047.0
"Rochester, NY",Architecture and Engineering,1120.0
"Rochester, NY",Protective Service,1081.0
"Rochester, NY",Healthcare Support,1474.0
"Rochester, NY",Building and Grounds Cleaning and Maintenance,1644.0
"Rochester, NY",Computer and Mathematical,1739.0
"Rochester, NY",Personal Care and Service,1833.0
"Rochester, NY","Installation, Maintenance, and Repair",1839.0
"Rochester, NY",Construction and Extraction,1698.0
"Rochester, NY",Management,2377.0
"Rochester, NY",Business and Financial Operations,2246.0
"Rochester, NY",Production,3376.0
"Rochester, NY",Healthcare Practitioners and Technical,3316.0
"Rochester, NY","Education, Training, and Library",4449.0
"Rochester, NY",Transportation and Material Moving,2590.0
"Rochester, NY",Food Preparation and Serving Related,4307.0
"Rochester, NY",Sales and Related,5267.0
"Rochester, NY",Office and Administrative Support,8391.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Legal,437.0
"Buffalo-Cheektowaga-Niagara Falls, NY","Life, Physical, and Social Science",465.0
"Buffalo-Cheektowaga-Niagara Falls, NY","Arts, Design, Entertainment, Sports, and Media",557.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Community and Social Service,1027.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Architecture and Engineering,725.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Protective Service,1492.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Healthcare Support,1576.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Building and Grounds Cleaning and Maintenance,1821.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Computer and Mathematical,1263.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Personal Care and Service,1987.0
"Buffalo-Cheektowaga-Niagara Falls, NY","Installation, Maintenance, and Repair",1945.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Construction and Extraction,2014.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Management,2321.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Business and Financial Operations,2392.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Production,3554.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Healthcare Practitioners and Technical,3495.0
"Buffalo-Cheektowaga-Niagara Falls, NY","Education, Training, and Library",4168.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Transportation and Material Moving,3087.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Food Preparation and Serving Related,5246.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Sales and Related,6002.0
"Buffalo-Cheektowaga-Niagara Falls, NY",Office and Administrative Support,9278.0
"Grand Rapids-Wyoming, MI",Legal,215.0
"Grand Rapids-Wyoming, MI","Life, Physical, and Social Science",188.0
"Grand Rapids-Wyoming, MI","Arts, Design, Entertainment, Sports, and Media",959.0
"Grand Rapids-Wyoming, MI",Community and Social Service,803.0
"Grand Rapids-Wyoming, MI",Architecture and Engineering,1348.0
"Grand Rapids-Wyoming, MI",Protective Service,714.0
"Grand Rapids-Wyoming, MI",Healthcare Support,1581.0
"Grand Rapids-Wyoming, MI",Building and Grounds Cleaning and Maintenance,1827.0
"Grand Rapids-Wyoming, MI",Computer and Mathematical,943.0
"Grand Rapids-Wyoming, MI",Personal Care and Service,1420.0
"Grand Rapids-Wyoming, MI","Installation, Maintenance, and Repair",2151.0
"Grand Rapids-Wyoming, MI",Construction and Extraction,1677.0
"Grand Rapids-Wyoming, MI",Management,2497.0
"Grand Rapids-Wyoming, MI",Business and Financial Operations,2224.0
"Grand Rapids-Wyoming, MI",Production,8182.0
"Grand Rapids-Wyoming, MI",Healthcare Practitioners and Technical,3215.0
"Grand Rapids-Wyoming, MI","Education, Training, and Library",2823.0
"Grand Rapids-Wyoming, MI",Transportation and Material Moving,5172.0
"Grand Rapids-Wyoming, MI",Food Preparation and Serving Related,4338.0
"Grand Rapids-Wyoming, MI",Sales and Related,5185.0
"Grand Rapids-Wyoming, MI",Office and Administrative Support,7707.0
"New Orleans-Metairie, LA",Legal,553.0
"New Orleans-Metairie, LA","Life, Physical, and Social Science",340.0
"New Orleans-Metairie, LA","Arts, Design, Entertainment, Sports, and Media",730.0
"New Orleans-Metairie, LA",Community and Social Service,653.0
"New Orleans-Metairie, LA",Architecture and Engineering,961.0
"New Orleans-Metairie, LA",Protective Service,1890.0
"New Orleans-Metairie, LA",Healthcare Support,1233.0
"New Orleans-Metairie, LA",Building and Grounds Cleaning and Maintenance,1612.0
"New Orleans-Metairie, LA",Computer and Mathematical,755.0
"New Orleans-Metairie, LA",Personal Care and Service,1758.0
"New Orleans-Metairie, LA","Installation, Maintenance, and Repair",2503.0
"New Orleans-Metairie, LA",Construction and Extraction,2545.0
"New Orleans-Metairie, LA",Management,2532.0
"New Orleans-Metairie, LA",Business and Financial Operations,2297.0
"New Orleans-Metairie, LA",Production,2672.0
"New Orleans-Metairie, LA",Healthcare Practitioners and Technical,3904.0
"New Orleans-Metairie, LA","Education, Training, and Library",3013.0
"New Orleans-Metairie, LA",Transportation and Material Moving,4494.0
"New Orleans-Metairie, LA",Food Preparation and Serving Related,6652.0
"New Orleans-Metairie, LA",Sales and Related,6412.0
"New Orleans-Metairie, LA",Office and Administrative Support,8242.0
"Providence-Warwick, RI-MA",Legal,392.0
"Providence-Warwick, RI-MA","Life, Physical, and Social Science",287.0
"Providence-Warwick, RI-MA","Arts, Design, Entertainment, Sports, and Media",701.0
"Providence-Warwick, RI-MA",Community and Social Service,1184.0
"Providence-Warwick, RI-MA",Architecture and Engineering,838.0
"Providence-Warwick, RI-MA",Protective Service,1434.0
"Providence-Warwick, RI-MA",Healthcare Support,2381.0
"Providence-Warwick, RI-MA",Building and Grounds Cleaning and Maintenance,1767.0
"Providence-Warwick, RI-MA",Computer and Mathematical,1517.0
"Providence-Warwick, RI-MA",Personal Care and Service,1626.0
"Providence-Warwick, RI-MA","Installation, Maintenance, and Repair",1816.0
"Providence-Warwick, RI-MA",Construction and Extraction,1976.0
"Providence-Warwick, RI-MA",Management,2670.0
"Providence-Warwick, RI-MA",Business and Financial Operations,2786.0
"Providence-Warwick, RI-MA",Production,3696.0
"Providence-Warwick, RI-MA",Healthcare Practitioners and Technical,3857.0
"Providence-Warwick, RI-MA","Education, Training, and Library",3898.0
"Providence-Warwick, RI-MA",Transportation and Material Moving,2985.0
"Providence-Warwick, RI-MA",Food Preparation and Serving Related,5929.0
"Providence-Warwick, RI-MA",Sales and Related,5842.0
"Providence-Warwick, RI-MA",Office and Administrative Support,8931.0
"Hartford-West Hartford-East Hartford, CT",Legal,601.0
"Hartford-West Hartford-East Hartford, CT","Life, Physical, and Social Science",385.0
"Hartford-West Hartford-East Hartford, CT","Arts, Design, Entertainment, Sports, and Media",885.0
"Hartford-West Hartford-East Hartford, CT",Community and Social Service,1349.0
"Hartford-West Hartford-East Hartford, CT",Architecture and Engineering,1256.0
"Hartford-West Hartford-East Hartford, CT",Protective Service,1137.0
"Hartford-West Hartford-East Hartford, CT",Healthcare Support,1823.0
"Hartford-West Hartford-East Hartford, CT",Building and Grounds Cleaning and Maintenance,1740.0
"Hartford-West Hartford-East Hartford, CT",Computer and Mathematical,2119.0
"Hartford-West Hartford-East Hartford, CT",Personal Care and Service,1873.0
"Hartford-West Hartford-East Hartford, CT","Installation, Maintenance, and Repair",1730.0
"Hartford-West Hartford-East Hartford, CT",Construction and Extraction,1806.0
"Hartford-West Hartford-East Hartford, CT",Management,4206.0
"Hartford-West Hartford-East Hartford, CT",Business and Financial Operations,3755.0
"Hartford-West Hartford-East Hartford, CT",Production,3519.0
"Hartford-West Hartford-East Hartford, CT",Healthcare Practitioners and Technical,3682.0
"Hartford-West Hartford-East Hartford, CT","Education, Training, and Library",4395.0
"Hartford-West Hartford-East Hartford, CT",Transportation and Material Moving,3042.0
"Hartford-West Hartford-East Hartford, CT",Food Preparation and Serving Related,4281.0
"Hartford-West Hartford-East Hartford, CT",Sales and Related,5079.0
"Hartford-West Hartford-East Hartford, CT",Office and Administrative Support,9345.0
"Raleigh, NC",Legal,456.0
"Raleigh, NC","Life, Physical, and Social Science",767.0
"Raleigh, NC","Arts, Design, Entertainment, Sports, and Media",730.0
"Raleigh, NC",Community and Social Service,618.0
"Raleigh, NC",Architecture and Engineering,1484.0
"Raleigh, NC",Protective Service,1416.0
"Raleigh, NC",Healthcare Support,1444.0
"Raleigh, NC",Building and Grounds Cleaning and Maintenance,2037.0
"Raleigh, NC",Computer and Mathematical,3453.0
"Raleigh, NC",Personal Care and Service,1657.0
"Raleigh, NC","Installation, Maintenance, and Repair",2233.0
"Raleigh, NC",Construction and Extraction,2428.0
"Raleigh, NC",Management,3070.0
"Raleigh, NC",Business and Financial Operations,3827.0
"Raleigh, NC",Production,2027.0
"Raleigh, NC",Healthcare Practitioners and Technical,3053.0
"Raleigh, NC","Education, Training, and Library",3548.0
"Raleigh, NC",Transportation and Material Moving,3328.0
"Raleigh, NC",Food Preparation and Serving Related,5704.0
"Raleigh, NC",Sales and Related,7203.0
"Raleigh, NC",Office and Administrative Support,8998.0
"Oklahoma City, OK",Legal,626.0
"Oklahoma City, OK","Life, Physical, and Social Science",436.0
"Oklahoma City, OK","Arts, Design, Entertainment, Sports, and Media",730.0
"Oklahoma City, OK",Community and Social Service,1052.0
"Oklahoma City, OK",Architecture and Engineering,1217.0
"Oklahoma City, OK",Protective Service,1337.0
"Oklahoma City, OK",Healthcare Support,1662.0
"Oklahoma City, OK",Building and Grounds Cleaning and Maintenance,1635.0
"Oklahoma City, OK",Computer and Mathematical,1519.0
"Oklahoma City, OK",Personal Care and Service,1481.0
"Oklahoma City, OK","Installation, Maintenance, and Repair",2585.0
"Oklahoma City, OK",Construction and Extraction,3040.0
"Oklahoma City, OK",Management,3764.0
"Oklahoma City, OK",Business and Financial Operations,3103.0
"Oklahoma City, OK",Production,2960.0
"Oklahoma City, OK",Healthcare Practitioners and Technical,4202.0
"Oklahoma City, OK","Education, Training, and Library",3156.0
"Oklahoma City, OK",Transportation and Material Moving,3551.0
"Oklahoma City, OK",Food Preparation and Serving Related,6252.0
"Oklahoma City, OK",Sales and Related,6246.0
"Oklahoma City, OK",Office and Administrative Support,10094.0
"Memphis, TN-MS-AR",Legal,315.0
"Memphis, TN-MS-AR","Life, Physical, and Social Science",336.0
"Memphis, TN-MS-AR","Arts, Design, Entertainment, Sports, and Media",432.0
"Memphis, TN-MS-AR",Community and Social Service,654.0
"Memphis, TN-MS-AR",Architecture and Engineering,578.0
"Memphis, TN-MS-AR",Protective Service,1999.0
"Memphis, TN-MS-AR",Healthcare Support,1489.0
"Memphis, TN-MS-AR",Building and Grounds Cleaning and Maintenance,1820.0
"Memphis, TN-MS-AR",Computer and Mathematical,954.0
"Memphis, TN-MS-AR",Personal Care and Service,1726.0
"Memphis, TN-MS-AR","Installation, Maintenance, and Repair",2447.0
"Memphis, TN-MS-AR",Construction and Extraction,1972.0
"Memphis, TN-MS-AR",Management,3402.0
"Memphis, TN-MS-AR",Business and Financial Operations,2323.0
"Memphis, TN-MS-AR",Production,3981.0
"Memphis, TN-MS-AR",Healthcare Practitioners and Technical,4225.0
"Memphis, TN-MS-AR","Education, Training, and Library",3083.0
"Memphis, TN-MS-AR",Transportation and Material Moving,9156.0
"Memphis, TN-MS-AR",Food Preparation and Serving Related,5200.0
"Memphis, TN-MS-AR",Sales and Related,6027.0
"Memphis, TN-MS-AR",Office and Administrative Support,10205.0
"Richmond, VA",Legal,667.0
"Richmond, VA","Life, Physical, and Social Science",480.0
"Richmond, VA","Arts, Design, Entertainment, Sports, and Media",758.0
"Richmond, VA",Community and Social Service,1108.0
"Richmond, VA",Architecture and Engineering,884.0
"Richmond, VA",Protective Service,1859.0
"Richmond, VA",Healthcare Support,1484.0
"Richmond, VA",Building and Grounds Cleaning and Maintenance,2028.0
"Richmond, VA",Computer and Mathematical,2277.0
"Richmond, VA",Personal Care and Service,2143.0
"Richmond, VA","Installation, Maintenance, and Repair",2506.0
"Richmond, VA",Construction and Extraction,2706.0
"Richmond, VA",Management,2683.0
"Richmond, VA",Business and Financial Operations,4648.0
"Richmond, VA",Production,2889.0
"Richmond, VA",Healthcare Practitioners and Technical,4042.0
"Richmond, VA","Education, Training, and Library",3591.0
"Richmond, VA",Transportation and Material Moving,4278.0
"Richmond, VA",Food Preparation and Serving Related,5250.0
"Richmond, VA",Sales and Related,6977.0
"Richmond, VA",Office and Administrative Support,10539.0
"Louisville/Jefferson County, KY-IN",Legal,354.0
"Louisville/Jefferson County, KY-IN","Life, Physical, and Social Science",224.0
"Louisville/Jefferson County, KY-IN","Arts, Design, Entertainment, Sports, and Media",673.0
"Louisville/Jefferson County, KY-IN",Community and Social Service,749.0
"Louisville/Jefferson County, KY-IN",Architecture and Engineering,762.0
"Louisville/Jefferson County, KY-IN",Protective Service,1314.0
"Louisville/Jefferson County, KY-IN",Healthcare Support,1614.0
"Louisville/Jefferson County, KY-IN",Building and Grounds Cleaning and Maintenance,1661.0
"Louisville/Jefferson County, KY-IN",Computer and Mathematical,1386.0
"Louisville/Jefferson County, KY-IN",Personal Care and Service,1954.0
"Louisville/Jefferson County, KY-IN","Installation, Maintenance, and Repair",2707.0
"Louisville/Jefferson County, KY-IN",Construction and Extraction,2240.0
"Louisville/Jefferson County, KY-IN",Management,2969.0
"Louisville/Jefferson County, KY-IN",Business and Financial Operations,2752.0
"Louisville/Jefferson County, KY-IN",Production,6746.0
"Louisville/Jefferson County, KY-IN",Healthcare Practitioners and Technical,4330.0
"Louisville/Jefferson County, KY-IN","Education, Training, and Library",2832.0
"Louisville/Jefferson County, KY-IN",Transportation and Material Moving,6634.0
"Louisville/Jefferson County, KY-IN",Food Preparation and Serving Related,5998.0
"Louisville/Jefferson County, KY-IN",Sales and Related,6153.0
"Louisville/Jefferson County, KY-IN",Office and Administrative Support,10263.0
"Jacksonville, FL",Legal,486.0
"Jacksonville, FL","Life, Physical, and Social Science",266.0
"Jacksonville, FL","Arts, Design, Entertainment, Sports, and Media",679.0
"Jacksonville, FL",Community and Social Service,665.0
"Jacksonville, FL",Architecture and Engineering,803.0
"Jacksonville, FL",Protective Service,1716.0
"Jacksonville, FL",Healthcare Support,1773.0
"Jacksonville, FL",Building and Grounds Cleaning and Maintenance,2041.0
"Jacksonville, FL",Computer and Mathematical,1738.0
"Jacksonville, FL",Personal Care and Service,1674.0
"Jacksonville, FL","Installation, Maintenance, and Repair",2906.0
"Jacksonville, FL",Construction and Extraction,2850.0
"Jacksonville, FL",Management,2208.0
"Jacksonville, FL",Business and Financial Operations,4171.0
"Jacksonville, FL",Production,2451.0
"Jacksonville, FL",Healthcare Practitioners and Technical,4302.0
"Jacksonville, FL","Education, Training, and Library",3075.0
"Jacksonville, FL",Transportation and Material Moving,4839.0
"Jacksonville, FL",Food Preparation and Serving Related,6502.0
"Jacksonville, FL",Sales and Related,7446.0
"Jacksonville, FL",Office and Administrative Support,11883.0
"Salt Lake City, UT",Legal,586.0
"Salt Lake City, UT","Life, Physical, and Social Science",586.0
"Salt Lake City, UT","Arts, Design, Entertainment, Sports, and Media",1164.0
"Salt Lake City, UT",Community and Social Service,761.0
"Salt Lake City, UT",Architecture and Engineering,1349.0
"Salt Lake City, UT",Protective Service,1142.0
"Salt Lake City, UT",Healthcare Support,1416.0
"Salt Lake City, UT",Building and Grounds Cleaning and Maintenance,1892.0
"Salt Lake City, UT",Computer and Mathematical,2645.0
"Salt Lake City, UT",Personal Care and Service,1688.0
"Salt Lake City, UT","Installation, Maintenance, and Repair",2540.0
"Salt Lake City, UT",Construction and Extraction,3133.0
"Salt Lake City, UT",Management,4438.0
"Salt Lake City, UT",Business and Financial Operations,4022.0
"Salt Lake City, UT",Production,4098.0
"Salt Lake City, UT",Healthcare Practitioners and Technical,3542.0
"Salt Lake City, UT","Education, Training, and Library",3329.0
"Salt Lake City, UT",Transportation and Material Moving,4469.0
"Salt Lake City, UT",Food Preparation and Serving Related,4816.0
"Salt Lake City, UT",Sales and Related,7025.0
"Salt Lake City, UT",Office and Administrative Support,13268.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Legal,435.0
"Virginia Beach-Norfolk-Newport News, VA-NC","Life, Physical, and Social Science",554.0
"Virginia Beach-Norfolk-Newport News, VA-NC","Arts, Design, Entertainment, Sports, and Media",823.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Community and Social Service,1176.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Architecture and Engineering,2158.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Protective Service,1886.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Healthcare Support,2092.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Building and Grounds Cleaning and Maintenance,2340.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Computer and Mathematical,2218.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Personal Care and Service,2510.0
"Virginia Beach-Norfolk-Newport News, VA-NC","Installation, Maintenance, and Repair",3328.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Construction and Extraction,3612.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Management,2628.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Business and Financial Operations,4014.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Production,3516.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Healthcare Practitioners and Technical,4316.0
"Virginia Beach-Norfolk-Newport News, VA-NC","Education, Training, and Library",4541.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Transportation and Material Moving,4799.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Food Preparation and Serving Related,7327.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Sales and Related,8482.0
"Virginia Beach-Norfolk-Newport News, VA-NC",Office and Administrative Support,10975.0
"Milwaukee-Waukesha-West Allis, WI",Legal,637.0
